Genotype,Dish_Number,Date,Day_of,file,X,mean_grey,sd_grey,mean_area,sd_area,mean_perimeter,sd_perimeter,mean_major,sd_major,mean_minor,sd_minor,mean_ar,sd_ar,sd_turning,duration,N_frames,max_net,net_disp,net_speed,gross_disp,gross_speed,max_step,min_step,sd_step,sd_gross_speed,max_gross_speed,min_gross_speed,mean_turning
Mix,12,11_12_2022,12,Mix_12_11_12_2022,317.5,89.36522962,7.626818703,8050.675679,2282.007881,400.2545929,78.26755352,164.2683704,33.27305682,60.56644157,11.3071341,2.754551202,0.53956759,0.4425,10.88425926,168.75,7054.6275,6059.666667,636.7258333,15239.28167,1469.835,1366.2375,9.911666667,154.5041667,573.5016667,4038.448333,178.4116667,0.009166667
Mix,12,11_14_2022,14,Mix_12_11_14_2022,276,68.78516953,3.388055502,7350.067247,2259.627885,380.1455034,79.5959649,155.1303587,34.16210122,58.65546387,12.08656148,2.70364655,0.654213178,0.599473684,10.34210526,170.2631579,5020.045263,4093.473684,441.2857895,12461.79105,1215.496316,731.7642105,3.447368421,78.02526316,667.8894737,3811.381579,62.03894737,-0.032631579
G34,13,11_1_2022,0,NA,NA,89.71817246,6.031563331,14867.60555,3404.413069,541.2966039,88.52892464,219.9695301,35.33341165,84.80744057,13.99222998,2.638800964,0.470422377,0.442727273,10.84343434,181.3181818,7403.894545,5143.954545,582.1863636,20167.24727,1902.055909,1208.239545,14.77909091,111.9527273,600.5195455,4333.955455,265.1281818,-0.005909091
G34,13,11_2_2022,1,G34_13_11_2_2022,100,80.38771643,6.874041288,6871.399637,2638.626776,361.6180816,86.4161166,145.6536824,34.56276043,57.69138577,13.30663112,2.606011935,0.644433547,0.437368421,10.57309942,169.1578947,5917.655263,4379.947368,439.3273684,16648.41158,1631.833158,961.3384211,14.03684211,100.7647368,583.7052632,4580.007895,239.6973684,0.005263158
G34,13,11_4_2022,3,G34_13_11_4_2022,108,86.12553613,6.875005465,8321.984333,2427.021033,422.7144855,82.59471947,177.0025038,34.57065211,58.19291327,11.15585622,3.101176465,0.624930651,0.410666667,9.981481481,154.8666667,7892.808,6928.266667,741.6033333,18533.90667,1779.396,1555.329333,24.17,143.81,553.868,3950.258667,338.7273333,0.000666667
G34,13,11_9_2022,8,G34_13_11_9_2022,8.5,86.41459694,3.530840269,6693.351811,2088.651684,383.5150689,78.00723168,161.7974719,33.81849033,50.19485594,9.772918712,3.265686185,0.737529215,0.348125,10.31597222,163.9375,5347.56875,4114.1875,493.268125,11446.56063,1139.334375,1189.655,10.154375,126.778125,399.04125,3170.143125,182.751875,0.013125
G34,13,11_12_2022,11,G34_13_11_12_2022,9.5,89.46714916,4.686799114,6397.964517,2187.477913,362.8128146,84.04424427,150.987602,38.50036065,51.98191873,11.05707675,2.964248468,0.78128727,0.454444444,11.72222222,187.8888889,5126.526667,4276.555556,426.3283333,10975.22889,957.0277778,1034.427222,6.361111111,97.74944444,470.2127778,3965.459444,113.175,-0.006111111
G34,13,11_14_2022,13,G34_13_11_14_2022,11.5,67.04914488,5.966263771,5891.055654,2835.197616,351.677281,114.3451556,144.7867535,48.7034688,48.99260515,13.58818782,3.045095837,0.995865321,0.685,8.845959596,129.2272727,4511.629545,3738.045455,472.7336364,11220.09591,1235.686818,1478.196364,4.042727273,158.9786364,682.79,4157.857273,69.28,0.004090909
G34,13,11_18_2022,17,G34_13_11_18_2022,9,70.25619614,4.026283488,10985.73218,3642.855525,487.9759424,110.0643421,203.7297735,48.63713017,66.60062698,13.61168406,3.100693485,0.686605108,0.524117647,11.0130719,173.5882353,5691.155294,4548.176471,504.1058824,15795.00294,1436.368824,1285.517059,7.642352941,115.3829412,673.2876471,4055.282941,137.5735294,-0.002941176
G34,13,11_21_2022,20,G34_13_11_21_2022,9,67.46385066,5.40814232,10154.96457,4224.579383,484.8078326,124.9122671,202.751781,48.16894654,60.9173134,16.59150599,3.41262888,0.777368583,0.522352941,9.496732026,136.8823529,6186.811765,4959.117647,540.3352941,22029.25118,2310.486471,1382.748235,35.33588235,154.6370588,598.7735294,4278.214118,401.7064706,-0.004705882
G34,13,11_23_2022,22,G34_13_11_23_2022,9.5,69.2996106,3.766239891,9725.974035,2591.045543,456.2094716,86.23226693,189.7519582,38.45438493,63.81120253,11.60234183,3.068993667,0.728589022,0.496111111,12.2808642,204.6111111,6402.308333,5003.388889,454.4333333,17760.98389,1430.283333,897.325,5.78,82.57055556,712.1805556,4099.750556,103.115,-0.009444444
G33,14,11_1_2022,0,NA,NA,92.25591101,4.421332291,13407.49041,2999.740378,496.2549099,82.94758307,198.2031532,36.80510195,84.95497174,11.55197985,2.368337633,0.482513694,0.481153846,10.77991453,185.8076923,4910.333077,3704.769231,406.505,11848.05731,1099.099615,762.9096154,5.355,65.47730769,445.3057692,3609.729615,96.23538462,0.009230769
G33,14,11_2_2022,1,G33_14_11_2_2022,10.5,86.22645532,5.615866545,10339.4724,3033.099386,454.1657445,96.6956069,186.2384558,41.52674191,68.76374309,12.93755613,2.768897019,0.638561734,0.601,10.77777778,168.7,6579.996,5542.3,570.899,17365.4105,1595.246,1489.8205,4.262,141.866,776.984,4495.7035,72.8835,5e-04
G33,14,11_4_2022,3,G33_14_11_4_2022,11,91.34381961,5.122266142,10178.78694,2402.755737,451.8106379,75.88838723,185.7990181,34.33097678,69.08091531,10.92482461,2.762100799,0.613181806,0.413333333,11.87037037,197.9047619,5499.91619,4639.714286,464.4780952,12306.85381,1063.33,829.0995238,6.786190476,74.85333333,441.4419048,3574.606667,122.1495238,-0.002380952
Mix,15,10_31_2022,0,NA,NA,88.71580202,5.664656366,10988.16229,3097.984156,468.4540931,93.80362873,191.2959009,38.14061272,70.4416652,13.04062695,2.815717799,0.600697179,0.507971876,10.83273741,177.9864792,5916.529446,4662.881712,495.6060075,15472.55889,1440.492174,1024.448915,10.1155834,97.18751569,555.8242282,4126.770323,170.2946176,0.006129553
Mix,15,11_2_2022,2,Mix_15_11_2_2022,520.5,84.55147268,4.727028869,8758.974421,2373.674436,415.6325676,75.06471129,169.4282466,33.96914638,64.60555807,11.93599735,2.689675608,0.611956851,0.445,13.10277778,222.55,6067.876,4715.7,416.345,16145.176,1259.285,934.4525,5.785,81.225,562.2325,4467.5075,102.3345,0.019
Mix,15,11_4_2022,4,Mix_15_11_4_2022,490,83.2389609,7.3152812,8048.444998,2939.859198,407.540089,99.18201388,169.7135467,43.87601698,57.65663851,12.94499836,3.006269326,0.705422931,0.431538462,10.92735043,166.4615385,6458.236154,5343.076923,543.6138462,15812.76846,1435.210769,1325.232308,10.56153846,146.4684615,616.6953846,4431.12,190.1,0.013076923
Mix,15,11_9_2022,9,Mix_15_11_9_2022,338.5,71.23520678,4.508854257,9377.634993,2871.91436,449.0046232,96.45872576,188.4756524,43.40803368,61.14143507,11.36249222,3.127011611,0.682175069,0.474375,11.60416667,178.1875,8279.67375,6872.875,663.998125,20273.03563,1730.9425,1328.85375,5.66125,128.899375,809.388125,4217.79125,101.7475,0.003125
Mix,15,11_12_2022,12,Mix_15_11_12_2022,330.5,88.55769603,6.126767549,9062.516713,2292.114661,426.7653974,75.24180996,176.0291732,34.38261832,64.60397669,9.968535802,2.762800061,0.568330403,0.452857143,12.32936508,208.0714286,5661.873571,4982.642857,473.9064286,13959.05214,1162.405714,1301.505714,6.612857143,102.03,557.1092857,4282.678571,117.785,0.017857143
Mix,15,11_14_2022,14,Mix_15_11_14_2022,294.5,68.05786457,4.027516754,10398.92145,3463.264367,475.6209015,103.6327062,199.4366642,43.16381404,63.92784543,13.18216225,3.166261285,0.614187831,0.503888889,9.984567901,158.3333333,7115.443889,5515.666667,660.5,18266.06056,1857.673889,1649.021667,11.965,151.6572222,737.5433333,4520.557222,214.5472222,0.006666667
Mix,15,11_18_2022,18,Mix_15_11_18_2022,197,68.76670457,3.159698382,8366.085272,3249.682103,432.3309311,100.5305794,181.1931317,40.74606495,56.706897,12.7648173,3.243512261,0.595523723,0.481176471,9.075163399,146.1764706,7092.241176,5400.470588,638.7752941,21776.08235,2409.294706,1211.622941,38.88705882,117.7317647,568.8905882,4581.835294,647.38,0.004705882
Mix,15,11_21_2022,21,Mix_15_11_21_2022,220.5,66.75966791,5.700771193,7433.675942,2731.929409,402.0573135,99.08001786,168.5742134,42.10631548,53.56564195,12.07874216,3.236490736,0.799908125,0.50625,10.48611111,159,7058.130625,5342.25,597.23,19422.98875,1876.125625,1613.71375,12.91,165.64,672.351875,4765.358125,207.825625,0.014375
Mix,15,11_23_2022,23,Mix_15_11_23_2022,222.5,67.53516283,5.547434655,8016.750256,3052.753149,404.9631502,98.12521965,167.454139,41.14428128,58.39121347,13.30623103,2.918092258,0.631824308,0.4915,10.36944444,158.85,7859.29,6478.5,702.76,21273.919,2079.3425,1402.0545,14.2995,142.0965,697.857,4374.5705,214.6125,-0.004
G56,16,11_1_2022,0,NA,NA,88.45142611,5.319192676,6392.672243,2053.384565,347.2054659,73.79449451,139.8377105,29.7653125,56.70530332,11.41854923,2.536700897,0.569237712,0.533913043,10.28019324,169.4347826,4874.163043,4259.956522,482.9117391,9156.283043,960.913913,855.7491304,8.404347826,81.53086957,482.4173913,3606.62,150.9526087,0.016956522
G56,16,11_2_2022,1,G56_16_11_2_2022,224,83.19615378,4.800037518,6340.299287,1731.585799,337.7345418,64.44579018,136.5192084,28.49968563,57.18218153,9.866169199,2.43800402,0.54893121,0.4576,13.53333333,222.08,5272.7248,4498.28,408.3116,11482.812,878.426,886.7256,4.9148,77.9028,399.2436,3511.3208,88.4632,0.0116
G56,16,11_5_2022,4,G56_16_11_5_2022,28.5,79.22796977,5.766704841,6188.728066,2034.783059,363.2396621,75.11876745,148.6738533,28.81374737,51.7132921,11.58698131,2.957659308,0.63159291,0.466666667,9.453703704,133.3333333,4462.743333,3902,404.2816667,9256.08,975.11,2642.665,3.036666667,251.3516667,416.0033333,3495.368333,49.35666667,-0.01
G56,16,11_9_2022,8,G56_16_11_9_2022,90.5,82.64798354,6.552011011,8913.389526,2740.086245,421.8963235,80.8971858,173.0001013,31.96687145,64.08937716,13.26327063,2.78279529,0.609955814,0.432142857,10.31746032,166,7303.167143,5770.857143,676.88,26598.075,2630.308571,1444.620714,49.14714286,127.6871429,499.0421429,4575.422143,659.6714286,-0.008571429
G56,16,11_12_2022,11,G56_16_11_12_2022,75.5,88.90246325,6.933157064,9952.030021,2700.40067,438.3046317,73.20541064,179.2989957,30.65347873,69.07198306,12.99803104,2.660278171,0.505357246,0.402142857,10.71825397,172,6903.155714,6036.928571,566.31,19528.94357,1852.167143,1780.843571,11.08428571,157.6621429,641.7642857,4032.574286,131.3371429,0.016428571
Mix,17,10_31_2022,0,NA,NA,88.71580202,5.664656366,10988.16229,3097.984156,468.4540931,93.80362873,191.2959009,38.14061272,70.4416652,13.04062695,2.815717799,0.600697179,0.507971876,10.83273741,177.9864792,5916.529446,4662.881712,495.6060075,15472.55889,1440.492174,1024.448915,10.1155834,97.18751569,555.8242282,4126.770323,170.2946176,0.006129553
Mix,17,11_2_2022,2,Mix_17_11_2_2022,540,82.6235628,4.401991404,8734.548898,2571.355536,425.5867425,85.21486944,176.6850828,39.17151854,61.53208172,11.5094726,2.951873259,0.709353897,0.491578947,10.22222222,166.5263158,5350.177895,4660,512.3763158,12995.36789,1330.100526,1314.392105,6.783684211,125.0205263,591.1821053,4019.968421,119.3921053,-0.013684211
Mix,17,11_4_2022,4,Mix_17_11_4_2022,503.5,84.18988925,6.123295548,11753.18977,3516.520994,504.5048606,96.25726741,210.3304762,39.20045799,69.04761213,14.25986808,3.137812643,0.619256013,0.421428571,11.01587302,170.2857143,7757.544286,6439.071429,663.9107143,23071.35429,2012.821429,1362.516429,26.68428571,144.7628571,597.7771429,4465.202143,374.9128571,0.025714286
Mix,17,11_9_2022,9,Mix_17_11_9_2022,360,70.75155178,6.484328326,11123.81146,3406.779051,474.536479,101.5849265,192.6297652,41.44811124,71.44478937,13.39883722,2.730181184,0.538148396,0.497777778,10.28395062,167.5185185,7816.738148,5650.37037,683.6062963,18339.93111,1828.326667,1110.235185,10.27296296,111.6314815,837.3292593,4528.684074,184.1651852,0.006296296
Mix,17,11_12_2022,12,Mix_17_11_12_2022,344,90.60439122,4.99120632,14349.48493,3366.621263,540.4213631,90.31513514,221.6617508,38.74431491,80.96636635,12.7350724,2.78493386,0.554820924,0.432307692,10.92735043,180.9230769,7125.931538,5587.076923,622.5807692,16585.21615,1514.795385,915.3376923,10.52769231,89.26923077,649.2684615,3989.772308,189.5038462,-0.000769231
Mix,17,11_14_2022,14,Mix_17_11_14_2022,313.5,67.16628541,3.583296033,9684.283297,3500.623441,455.3098967,107.1608508,188.4519075,44.66634941,62.23389093,13.4568107,3.066783123,0.695107402,0.5165,11.3,184.35,6570.074,4598.55,458.5825,17595.4725,1588.5215,1379.2305,16.463,116.135,643.6095,4245.796,246.276,0.022
Mix,17,11_18_2022,18,Mix_17_11_18_2022,213.5,70.09134865,3.672737311,10196.93257,3535.877116,484.8535669,107.7631411,203.1671451,43.88474172,61.83830121,13.78856596,3.336482903,0.636829344,0.480625,10.19444444,164.1875,8039.219375,6488.6875,742.75875,25285.16438,2499.925625,1191.97625,29.77,118.30625,720.17375,5056.67625,391.535,-0.004375
G56,18,11_1_2022,0,NA,NA,88.45142611,5.319192676,6392.672243,2053.384565,347.2054659,73.79449451,139.8377105,29.7653125,56.70530332,11.41854923,2.536700897,0.569237712,0.533913043,10.28019324,169.4347826,4874.163043,4259.956522,482.9117391,9156.283043,960.913913,855.7491304,8.404347826,81.53086957,482.4173913,3606.62,150.9526087,0.016956522
G56,18,11_2_2022,1,G56_18_11_2_2022,248.5,83.60450886,4.767920393,7459.211486,2040.593091,386.4515748,72.02431347,158.6478141,31.23344177,58.68130227,10.48376491,2.76118184,0.582896345,0.5025,9.928240741,161.875,5866.981667,4897.166667,582.5029167,12768.4525,1297.128333,868.1958333,8.988333333,84.6175,527.38375,3624.76125,160.4404167,0.009166667
G56,18,11_4_2022,3,G56_18_11_4_2022,211,87.03689269,5.697494798,5795.687515,1653.503775,327.248064,64.152013,131.0273536,23.98140803,54.90120597,10.82169863,2.442800025,0.499318588,0.508571429,11.71957672,191.0952381,6229.295238,5428.52381,541.3880952,11555.27667,1020.414286,805.5433333,12.32571429,72.48714286,432.5233333,3777.066667,200.4157143,-0.008571429
G56,18,11_8_2022,7,G56_18_11_8_2022,21,89.029211,5.763391015,9920.599162,2910.67387,420.9380984,84.1959068,168.4959832,35.53931222,72.68249643,13.42832407,2.337577178,0.459222747,0.492222222,13.98148148,224.8888889,6737.976667,5699.555556,440.2133333,19387.24333,1371.543333,1072.558889,5.912222222,87.00777778,575.3,4116.664444,100.9822222,-0.051111111
G56,18,11_9_2022,8,G56_18_11_9_2022,105,83.35864543,5.796856362,8543.340738,2388.347184,415.8231686,79.56382737,171.3725406,34.01704943,62.15458864,11.15670169,2.79863787,0.576338513,0.543333333,9.977777778,155.4666667,6758.846,5039.4,589.582,19399.82667,1960.912667,1578.062667,16.52533333,160.0513333,718.1646667,4632.417333,285.5633333,-0.002666667
G56,18,11_12_2022,11,G56_18_11_12_2022,91.5,88.10260881,7.367584748,10310.76571,4009.095004,464.8009804,113.9372115,190.9488941,41.0521339,65.78657463,17.29993197,3.046242456,0.711697577,0.497222222,10.17283951,160.0555556,5830.413889,4598.333333,503.1477778,17910.33778,1817.410556,1101.72,15.24277778,115.2727778,578.9227778,4467.3,262.1994444,-0.000555556
G56,18,11_14_2022,13,G56_18_11_14_2022,71,68.69980725,4.487060452,5395.819671,2438.286882,332.3405591,95.63884701,137.83288,39.75769229,46.80349899,12.00822135,2.983632352,0.746726619,0.507333333,10.8,162,6769.123333,5198.666667,556.8073333,24605.25667,2289.845333,1446.733333,19.72933333,141.8253333,665.144,5024.522,319.002,0.001333333
Mix,19,10_31_2022,0,NA,NA,88.71580202,5.664656366,10988.16229,3097.984156,468.4540931,93.80362873,191.2959009,38.14061272,70.4416652,13.04062695,2.815717799,0.600697179,0.507971876,10.83273741,177.9864792,5916.529446,4662.881712,495.6060075,15472.55889,1440.492174,1024.448915,10.1155834,97.18751569,555.8242282,4126.770323,170.2946176,0.006129553
Mix,19,11_2_2022,2,Mix_19_11_2_2022,556.5,84.36746076,3.384780354,9880.513156,2555.207792,433.7937806,81.17231466,175.3949988,38.15273104,70.75601436,12.10313236,2.54036122,0.62314068,0.566428571,12.6031746,208.8571429,4548.56,3690.214286,393.2492857,13764.13214,1136.4,895.4164286,4.382857143,76.80928571,589.6885714,3975.560714,78.89928571,0.034285714
Mix,19,11_4_2022,4,Mix_19_11_4_2022,515.5,81.86630287,9.372336454,10262.78752,4028.069519,464.959601,111.5913666,191.6925502,45.51268329,65.3508435,15.93745293,3.02383906,0.648592894,0.442,11.82222222,184.4,7885.749,6531.3,598.45,22952.506,2037.85,2084.892,25.263,194.252,652.746,4858.789,390.87,0.003
Mix,19,11_9_2022,9,Mix_19_11_9_2022,383.5,71.50028263,5.174045911,9970.084281,3463.444401,460.3374396,103.079771,190.7118469,42.04644186,64.11238169,14.64372624,3.055701357,0.663389363,0.4695,11.06388889,175.7,8058.855,6756.15,740.703,22078.371,2004.8655,1287.174,17.966,123.9575,733.877,4642.2905,298.8255,-0.004
Mix,19,11_12_2022,12,Mix_19_11_12_2022,361,86.65399088,7.272723677,10798.49837,3293.699338,475.6598791,98.15455089,197.3364256,41.8312366,67.39065189,12.64958469,2.982087526,0.645257294,0.50047619,10.22486772,162.5714286,5963.43619,4907.952381,534.4028571,16699.86095,1717.740476,1453.037619,14.05571429,146.6780952,693.0666667,4478.467143,187.2538095,-0.003333333
Mix,19,11_14_2022,14,Mix_19_11_14_2022,331.5,66.98936366,5.587381928,11550.04128,4583.574454,502.9243072,127.7706685,209.7656412,51.58291961,66.90233913,17.54654408,3.202734921,0.727190702,0.52125,9.5,147.375,6607.86875,4037.9375,489.19625,22649.49313,2385.255,1664.666875,28.71375,170.11375,693.41875,4942.635,516.855625,0.008125
Mix,20,10_31_2022,0,NA,NA,88.71580202,5.664656366,10988.16229,3097.984156,468.4540931,93.80362873,191.2959009,38.14061272,70.4416652,13.04062695,2.815717799,0.600697179,0.507971876,10.83273741,177.9864792,5916.529446,4662.881712,495.6060075,15472.55889,1440.492174,1024.448915,10.1155834,97.18751569,555.8242282,4126.770323,170.2946176,0.006129553
Mix,20,11_2_2022,2,Mix_20_11_2_2022,573,86.5427919,4.080170153,9158.802341,2925.914924,437.2322858,96.50953655,179.1404271,40.15373063,63.60413043,13.12800296,2.870932016,0.652279099,0.587894737,9.520467836,149.7368421,5657.986316,4717.473684,575.4015789,14545.17053,1548.670526,1529.552632,10.55157895,158.3815789,772.0384211,4635.221579,189.9168421,0.01
Mix,20,11_4_2022,4,Mix_20_11_4_2022,531.5,86.1653922,6.158961406,9516.635296,3128.093896,436.7525702,95.46790383,180.4370679,42.63787275,64.57142391,13.05073045,2.851466411,0.692611374,0.479090909,10.37626263,169.5909091,5056.543636,4385.545455,501.3077273,11749.41091,1164.103182,904.235,6.833181818,84.46636364,566.105,4001.949545,118.1459091,0.015454545
Mix,20,11_9_2022,9,Mix_20_11_9_2022,33,80.20773258,4.335204804,10135.25744,3263.283258,448.0835586,100.4141989,185.0628882,46.3164948,67.61505418,13.00504339,2.791187825,0.734145255,0.633157895,12.49415205,209.2631579,5564.779474,4745.947368,413.7131579,14808.87158,1204.793684,847.4863158,3.846315789,82.05105263,716.4673684,4237.643684,68.7,-0.003157895
Mix,20,11_12_2022,12,Mix_20_11_12_2022,394,85.11741934,7.804885367,13548.12503,4460.40235,530.0825436,114.2312397,217.4363018,46.10615859,77.14407944,17.71236109,2.93513597,0.744021826,0.536923077,11.27350427,173.1538462,6894.243846,5003.307692,607.9753846,20233.65308,1809.613846,1829.183846,8.565384615,175.1976923,808.5507692,4629.046923,146.1269231,-0.012307692
Mix,20,11_14_2022,14,Mix_20_11_14_2022,347.5,66.6174565,5.441067805,9967.60447,3150.640686,466.5571091,98.83600675,194.2759768,42.46116556,63.44050947,13.07090454,3.130605446,0.71677072,0.470625,10.57638889,170,7131.603125,6475.75,791.018125,15216.29,1552.540625,1152.37625,13.000625,121.419375,651.6975,4100.008125,227.05625,-0.000625
Mix,20,11_18_2022,18,Mix_20_11_18_2022,230,68.15260928,5.704026896,11072.91976,4230.034089,483.1567234,125.6352211,199.2418589,53.10687388,68.01343299,16.03786537,3.064810042,0.860989681,0.614705882,11.14379085,178.1764706,5431.813529,4496.176471,421.2570588,14311.01176,1266.739412,1249.934118,4.674117647,112.6111765,703.3723529,4217.874118,83.26588235,0.011764706
Mix,20,11_21_2022,21,Mix_20_11_21_2022,237.5,66.83268879,5.214963578,8800.888684,3454.657541,440.5520147,114.5046797,185.326682,50.22986747,57.95069589,13.73886465,3.293773205,0.878878841,0.667777778,11.5617284,179.6666667,5492.481667,4224.111111,408.01,15368.875,1311.579444,1372.713333,4.877222222,132.8144444,770.9777778,4378.925556,80.54611111,0.011111111
Mix,20,11_23_2022,23,Mix_20_11_23_2022,239,67.29417016,4.596120933,7978.868415,4483.27758,399.0071586,136.7666251,164.225441,56.2171657,56.24593067,17.16097774,2.938869419,0.733532445,0.643846154,10.26495726,148,6140.78,4213.538462,470.3346154,25462.49769,2365.188462,1346.873077,19.38769231,162.96,795.5592308,4818.010769,261.35,-0.02
G9,21,11_1_2022,0,NA,NA,86.24545027,4.92696165,10753.88278,3298.380869,481.2048019,102.0171147,198.0541202,42.21661665,67.66875938,14.02686929,3.003483538,0.695391076,0.469565217,11.82125604,192.5217391,5983.329565,4786.478261,431.0604348,16166.25435,1315.460435,1054.294783,7.123478261,97.71217391,591.6104348,4199.303043,125.193913,0.010869565
G9,21,11_2_2022,1,G9_21_11_2_2022,417,79.96041825,6.863644991,6141.147431,2224.772971,361.3811444,82.43117768,150.5366582,35.50927254,50.16578648,11.20682738,3.068576453,0.705321929,0.547058824,9.437908497,141.7647059,6745.798235,5595.764706,689.3694118,21265.25882,2293.152353,1685.271765,24.99823529,197.7047059,789.0105882,4697.58,368.3523529,-0.003529412
G9,21,11_4_2022,3,G9_21_11_4_2022,378.5,86.56610557,6.020394886,6254.780482,1943.752328,355.062827,76.09252156,145.549994,32.64221092,53.04771752,10.66733508,2.811457573,0.679422101,0.49,10.54722222,175.05,6084.147,4971.35,576.5925,15087.026,1504.2705,1070.698,9.8325,96.451,662.297,4212.1925,176.9865,0.01
G9,21,11_9_2022,8,G9_21_11_9_2022,213,85.51771424,4.237466888,6563.444548,1864.996322,379.9770071,74.05313513,159.3836949,32.049413,50.98524892,9.624068062,3.197325698,0.700761825,0.450588235,11.08169935,180.2352941,5944.430588,5042.705882,509.1417647,13285.82294,1244.641176,794.4035294,9.697058824,83.64764706,572.2888235,3677.276471,174.5582353,0.005882353
G9,21,11_12_2022,11,G9_21_11_12_2022,240,68.18233786,3.671974392,6090.44652,2313.432335,348.9499173,92.74492657,144.4597302,40.62147166,50.97463343,11.89681674,2.889188768,0.81547979,0.553157895,11.45614035,181.7368421,5914.171053,4759.105263,491.8857895,13625.37105,1215.613684,1020.793158,4.682105263,111.1657895,657.3642105,4133.951053,84.26736842,-0.002105263
G9,21,11_14_2022,13,G9_21_11_14_2022,189,64.68290602,5.354507121,7990.114124,2730.978933,403.3383428,94.28891588,165.6343953,40.10234393,59.66388075,13.31222421,2.847866756,0.723060232,0.577058824,10.22222222,159.2941176,6194.160588,5353.176471,578.3252941,13482.41235,1303.935882,1115.335294,5.681764706,118.1888235,644.7188235,4034.200588,100.8476471,-0.002941176
G9,21,11_18_2022,17,G9_21_11_18_2022,116,66.3109465,4.80964141,8532.417198,2785.116564,431.1450286,93.1838477,179.3134703,40.41965563,58.88109494,12.99013852,3.164890575,0.800515882,0.498235294,10.22875817,164.7647059,6952.996471,5720.705882,618.6041176,17314.69412,1676.83,1152.168235,6.683529412,111.9558824,717.5641176,4037.573529,111.88,0.013529412
G9,21,11_21_2022,20,G9_21_11_21_2022,121.5,68.60121859,4.69592262,7952.818835,2654.6365,418.8356722,90.97560432,174.0945059,37.17385076,56.76501114,12.71181559,3.155100573,0.697359306,0.502777778,10.69135802,172.1111111,7502.865556,6159.333333,680.0583333,17999.75222,1702.570556,1020.058333,6.191666667,101.8583333,692.6211111,4078.297778,110.1655556,0.005
G9,21,11_23_2022,22,G9_21_11_23_2022,125.5,67.71128587,5.725238436,7065.653935,2339.617675,389.7789509,88.51719547,162.7821329,39.23194944,53.76967698,11.14997631,3.109350659,0.792204552,0.548571429,12.48809524,204.1428571,7527.415,6487.642857,566.9042857,19802.25929,1616.009286,1274.045,4.254285714,109.5571429,797.89,4174.844286,76.57571429,0.006428571
Mix,22,10_31_2022,0,NA,NA,88.71580202,5.664656366,10988.16229,3097.984156,468.4540931,93.80362873,191.2959009,38.14061272,70.4416652,13.04062695,2.815717799,0.600697179,0.507971876,10.83273741,177.9864792,5916.529446,4662.881712,495.6060075,15472.55889,1440.492174,1024.448915,10.1155834,97.18751569,555.8242282,4126.770323,170.2946176,0.006129553
Mix,22,11_2_2022,2,Mix_22_11_2_2022,591,82.87969329,5.764124527,9689.334083,2717.973303,447.8736593,92.77168077,184.3942285,39.49781643,65.09017694,12.37688472,2.908641803,0.679522647,0.506470588,12.44117647,203.0588235,6558.920588,6169.647059,522.6829412,16708.84118,1375.164706,1301.958235,6.645294118,125.4417647,680.2788235,4171.027059,110.5258824,0.003529412
Mix,22,11_4_2022,4,Mix_22_11_4_2022,552.5,88.35988738,5.630475039,9045.242839,2467.415705,425.2177499,82.48721116,174.9588478,35.85635955,64.39530932,11.13395857,2.772243213,0.611297052,0.5135,12.35555556,205.1,5541.852,4225.45,379.4355,13803.3775,1119.599,978.02,5.452,83.1615,549.35,4183.7475,98.141,0.0085
Mix,22,11_9_2022,9,Mix_22_11_9_2022,55,82.23375631,3.48851448,8486.694823,2346.464353,403.3753599,80.792413,163.7804091,37.37873422,65.2691317,11.68324192,2.583011316,0.716580515,0.6356,11.75333333,197.48,3122.0088,2595.8,243.1428,11182.4576,931.9016,697.1064,3.5988,62.8772,514.2516,4147.4452,64.4328,0.032
Mix,22,11_14_2022,14,Mix_22_11_14_2022,365.5,69.40148807,3.85662735,8620.19951,2544.612602,411.563333,80.6518565,168.019169,35.67555633,64.11554702,12.15597382,2.706703428,0.620487375,0.5215,10.68055556,175.35,5647.231,4946.65,529.628,13342.4225,1268.4445,1158.453,7.7055,114.139,659.3255,4004.9955,125.431,0.01
Mix,22,11_18_2022,18,Mix_22_11_18_2022,248.5,67.70792344,4.941942602,7521.577641,3088.747591,411.4122625,113.4679231,172.9323944,47.59122079,52.68633379,13.64714163,3.33369941,0.822215067,0.6,10.76388889,159.7,6857.4405,5710.65,620.71,22317.212,2101.5365,1485.084,17.161,170.4745,768.4615,4685.324,262.0485,-0.011
Mix,22,11_21_2022,21,Mix_22_11_21_2022,255.5,66.69104665,7.157939923,6061.988118,2799.639056,357.8295404,104.9643578,150.2006493,45.67973125,48.30963189,12.65577686,3.179333168,0.902190485,0.578888889,10.8117284,165.4444444,6745.415556,5783.5,550.8133333,17852.03833,1628.377222,1249.098889,8.712222222,129.2505556,729.3944444,4272.624444,135.5588889,-0.001111111
Mix,22,11_23_2022,23,Mix_22_11_23_2022,255,67.16039218,4.582634056,5116.382557,2395.98751,318.9550658,98.30400508,132.6431512,42.14193517,45.87488301,12.55689503,2.940988829,0.841363175,0.590526316,10.47368421,157.4210526,5283.081579,4113.368421,437.6136842,13774.70211,1290.970526,1521.216316,5.178421053,142.3947368,663.7921053,3878.126842,87.51526316,-0.019473684
