Genotype,Dish_Number,Date,Day_of,file,X,mean_grey,sd_grey,mean_area,sd_area,mean_perimeter,sd_perimeter,mean_major,sd_major,mean_minor,sd_minor,mean_ar,sd_ar,sd_turning,duration,N_frames,max_net,net_disp,net_speed,gross_disp,gross_speed,max_step,min_step,sd_step,sd_gross_speed,max_gross_speed,min_gross_speed,mean_turning
G9,40,11_1_2022,0,NA,NA,86.24545027,4.92696165,10753.88278,3298.380869,481.2048019,102.0171147,198.0541202,42.21661665,67.66875938,14.02686929,3.003483538,0.695391076,0.469565217,11.82125604,192.5217391,5983.329565,4786.478261,431.0604348,16166.25435,1315.460435,1054.294783,7.123478261,97.71217391,591.6104348,4199.303043,125.193913,0.010869565
G9,40,11_2_2022,1,G9_40_11_2_2022,453.5,83.40980382,5.950582959,7397.832389,2529.624114,396.0517617,93.6854281,164.4182529,39.46327125,55.51695354,12.02300733,3.037136989,0.738118101,0.552777778,10.27160494,162.1666667,5405.478889,4176.444444,481.7538889,14951.73167,1514.510556,1219.405,12.05055556,124.4277778,673.8327778,4603.658333,216.9272222,0.032222222
G9,40,11_4_2022,3,G9_40_11_4_2022,416.5,86.56975643,6.700647339,8173.66107,2369.74673,408.5359223,79.2308449,168.8348926,33.66857023,60.0289336,12.07172704,2.886156821,0.651015512,0.4825,11.03333333,180.15,6764.6775,6336.85,684.0705,14362.5565,1331.682,1240.3685,6.5235,109.4955,623.9095,4294.837,108.3155,-0.0025
G9,40,11_6_2022,5,G9_40_11_6_2022,11.5,87.8691804,4.583450018,8413.751767,2472.349019,408.3742591,83.74861885,167.1734654,35.96076166,62.49965679,11.22238307,2.732842056,0.63217712,0.531818182,10.08585859,164.9090909,5541.413636,5018.772727,543.4972727,13320.40955,1301.570455,948.9527273,3.893181818,94.58545455,700.15,3727.347727,68.68136364,-0.005
G9,40,11_9_2022,8,G9_40_11_9_2022,251.5,84.8563556,5.578718809,10204.02242,2888.138775,470.0308728,94.97018748,197.315436,42.16283509,64.65149358,11.49817641,3.099744283,0.688569719,0.571,10.11944444,167.5,6898.0805,5468.5,614.357,18376.876,1790.363,1151.656,6.331,105.4965,797.527,4448.9815,112.895,-0.0295
G9,40,11_12_2022,11,G9_40_11_12_2022,272,61.78557992,6.328535326,7007.125729,2596.055972,385.8836404,95.9935235,161.6139239,42.83421689,53.25496419,11.83199852,3.101421093,0.806781181,0.719333333,11.18888889,171.8666667,5380.231333,4528.4,427.2566667,14657.06867,1345.193333,1347.120667,5.157333333,145.9226667,748.588,4301.243333,92.8,0.005333333
G9,40,11_14_2022,13,G9_40_11_14_2022,227,70.11676686,4.671302396,9328.614819,2916.608899,451.2979683,100.2877488,188.0842214,43.41237417,62.01821604,12.75597164,3.116059008,0.786607191,0.547894737,9.587719298,154.8947368,5409.98,4511.526316,519.5121053,12337.97789,1304.728947,1092.434211,7.17,116.6463158,636.5305263,3615.973158,127.3873684,0.002105263
G9,40,11_18_2022,17,G9_40_11_18_2022,146.5,70.00269689,4.557797235,12639.79993,3857.163862,531.0817732,111.6679615,221.8018764,44.54497281,70.65987839,15.05803202,3.219671132,0.672742761,0.452272727,9.404040404,150.5454545,6922.532273,5174.636364,645.7472727,16909.62909,1781.17,1168.895,10.50136364,125.9604545,699.7959091,4147.275455,164.0063636,0.019090909
G9,40,11_21_2022,20,G9_40_11_21_2022,160.5,65.54230339,5.567238609,10847.68199,4556.946263,501.4553541,129.8836849,210.4123629,51.7136252,62.50390245,16.89757135,3.546589721,0.889142613,0.461875,9.569444444,147.3125,6432.0925,5019.1875,595.5625,19361.74938,2003.4375,1326.185,18.51375,137.5125,675.164375,4367.835,244.409375,0.040625
G9,40,11_23_2022,22,G9_40_11_23_2022,164,66.74266441,5.869066004,9675.822298,3783.893588,462.8692493,120.3486555,192.6513253,47.54560887,61.05590705,14.86366394,3.240398863,0.737119413,0.547894737,10.12280702,156.7894737,6950.615789,5689.263158,697.5673684,18252.40579,1862.169474,1369.705263,10.82736842,151.5763158,763.8836842,4456.767895,178.7878947,0.010526316
G34,41,11_1_2022,0,NA,NA,89.71817246,6.031563331,14867.60555,3404.413069,541.2966039,88.52892464,219.9695301,35.33341165,84.80744057,13.99222998,2.638800964,0.470422377,0.442727273,10.84343434,181.3181818,7403.894545,5143.954545,582.1863636,20167.24727,1902.055909,1208.239545,14.77909091,111.9527273,600.5195455,4333.955455,265.1281818,-0.005909091
G34,41,11_2_2022,1,G34_41_11_2_2022,165,79.24456557,7.949497646,8445.171396,2691.604449,426.8829456,82.10390526,178.9373986,33.73191749,58.29687523,12.16062979,3.172299631,0.648679479,0.413157895,9.929824561,156.3684211,8231.808947,6906.473684,841.3810526,22926.73105,2309.225263,1134.526316,34.61947368,122.4152632,534.9363158,4816.476842,470.1357895,0.013684211
G34,41,11_4_2022,3,G34_41_11_4_2022,154,87.58464084,6.313615018,6902.899562,2119.752968,377.9532339,77.68450564,156.7077842,32.52289771,54.56929479,10.99201177,2.94381566,0.676694303,0.433636364,12.94444444,196.2727273,7728.167273,6999,598.5118182,20382.14273,1538.649091,1452.339091,7.629090909,127.4554545,640.1154545,4079.864545,105.9409091,-0.004545455
G34,41,11_9_2022,8,G34_41_11_9_2022,51.5,84.21389146,5.719747245,5901.388968,1985.994759,351.1519,79.45403824,146.9034934,33.61187494,48.57325609,10.07222182,3.070827018,0.723509286,0.416363636,10.32575758,169.2727273,6546.485909,5743.909091,593.9327273,13342.48136,1287.670455,992.3913636,9.899090909,92.60409091,559.3490909,4318.514091,178.1863636,-0.003181818
G34,41,11_12_2022,11,G34_41_11_12_2022,42.5,63.93358045,6.141383371,6516.561236,2340.749438,366.4326036,92.17365966,153.4580077,42.8231066,51.51128839,11.87720897,3.110618834,0.979182273,0.6665,10.24722222,160.1,3724.0545,3077.45,324.038,10908.1775,1048.6575,1338.941,3.6205,138.6555,654.646,4329.058,65.1725,0.015
Mix,42,10_31_2022,0,NA,NA,88.71580202,5.664656366,10988.16229,3097.984156,468.4540931,93.80362873,191.2959009,38.14061272,70.4416652,13.04062695,2.815717799,0.600697179,0.507971876,10.83273741,177.9864792,5916.529446,4662.881712,495.6060075,15472.55889,1440.492174,1024.448915,10.1155834,97.18751569,555.8242282,4126.770323,170.2946176,0.006129553
Mix,42,11_2_2022,2,Mix_42_11_2_2022,762.5,85.42568867,5.265151265,9880.350388,2788.307775,452.5296059,90.91028031,186.5722175,38.90121208,65.98973218,11.83480072,2.882290136,0.615951844,0.536818182,9.712121212,158.9545455,4957.751364,3791.227273,430.2077273,11997.26955,1249.070455,1030.667727,8.514545455,100.0077273,600.7318182,3929.046818,153.255,0.002272727
Mix,42,11_4_2022,4,Mix_42_11_4_2022,721,83.59436341,7.744891907,7287.410378,3407.518855,380.1006555,110.5735187,156.4985852,44.11414134,55.04971093,15.17949349,2.919600845,0.716226679,0.513076923,10.79059829,168.8461538,6479.456154,4932.076923,548.0930769,16664.58538,1608.862308,1772.354615,14.51538462,155.24,764.5830769,4140.698462,252.1638462,0.002307692
Mix,42,11_9_2022,9,Mix_42_11_9_2022,166,81.54850057,4.492301702,5911.903319,2064.576473,319.6549123,76.60844561,128.5229127,33.17593503,56.09698474,12.54016043,2.364912676,0.666062777,0.625333333,11.64444444,190.4,4390.588,3290.133333,343.598,11388.22467,983.2793333,946.754,3.011333333,91.16066667,623.3413333,4278.748667,53.09066667,0.058
Mix,42,11_12_2022,12,Mix_42_11_12_2022,527.5,67.70073743,3.275823957,9253.082453,3318.383295,434.2874854,109.1143914,179.0092355,48.2136349,62.88586852,12.92354033,2.891481089,0.749544211,0.594166667,10.44212963,169.5833333,4280.470417,3508.166667,364.9679167,11253.29417,1093.087083,926.6008333,4.62125,100.5545833,635.1370833,3503.617083,83.16375,0.000416667
Mix,42,11_14_2022,14,Mix_42_11_14_2022,483,66.84812696,4.597238216,10367.91648,4728.269544,474.6093744,143.7707883,197.9869684,59.21207203,62.49053619,16.75887345,3.211704797,0.804114022,0.648666667,11.37407407,177.3333333,6853.408,5180.666667,538.608,20780.29267,1850.52,1501.796667,7.436666667,156.096,880.5026667,4508.401333,133.8506667,0.03
Mix,42,11_18_2022,18,Mix_42_11_18_2022,357,68.8148788,4.894929551,12726.09825,4147.183943,527.2482846,113.8238505,221.2266439,48.98898586,70.3285645,13.97807196,3.178233354,0.666380052,0.506,10.44074074,166.8666667,6674.412,5712.8,615.298,17250.16467,1679.870667,1367.852667,11.844,131.8493333,733.0033333,4453.594,171.1153333,0.004666667
Mix,42,11_21_2022,21,Mix_42_11_21_2022,367.5,66.51984219,5.917761169,12517.23839,4998.905837,534.1477255,129.7441181,224.4640608,52.42846935,68.10815243,17.7002084,3.45035577,0.94052893,0.503125,9.527777778,144.625,7258.489375,5909.5,707.024375,22428.88188,2345.161875,1663.100625,24.261875,168.059375,625.04875,4907.530625,388.946875,-0.00125
Mix,42,11_23_2022,23,Mix_42_11_23_2022,347.5,69.87971495,3.943224607,10298.10878,3636.183097,471.911007,107.6341435,198.1390962,46.52102351,63.59484243,13.49677794,3.180629394,0.720762006,0.4935,10.66944444,173.2,6556.182,5218.5,548.5925,20405.049,1905,1310.565,9.505,128.666,760.8735,4741.8255,171.093,0.013
G57,43,11_1_2022,0,NA,NA,86.90805023,7.624231882,9519.16049,3734.001901,476.3086837,121.7300267,200.4149906,46.58262083,58.07185099,14.21350641,3.531265964,0.785921035,0.6125,10.43888889,160.85,6410.927,5419.25,575.3665,20024.9525,1924.931,1241.0515,14.916,129.2645,659.268,4884.2435,213.963,-5.00E-04
G57,43,11_2_2022,1,G57_43_11_2_2022,364,86.06916142,4.730338835,7584.359356,2022.8779,402.9833987,77.21709328,167.7073337,34.78776035,57.12161301,10.34801726,3.009185182,0.721823247,0.454,11.21555556,182.56,6311.4192,5389.56,569.222,12873.246,1144.4328,1160.3668,6.5084,104.332,464.5712,3596.8852,114.532,0.0068
G57,43,11_4_2022,3,G57_43_11_4_2022,315,87.78879872,4.986603431,6619.484088,2193.774717,367.4017859,83.75043491,152.473579,36.51743835,52.81315066,11.16976627,2.918961834,0.688972546,0.491176471,10.89869281,171.4705882,6717.553529,5476.058824,553.9935294,15784.85882,1471.67,1625.087647,8.994705882,155.9864706,603.8911765,4368.417647,124.4547059,0.016470588
G57,43,11_8_2022,7,G57_43_11_8_2022,52.5,86.23881765,5.085431081,11215.31612,2942.523945,463.8672977,90.82888093,188.9619237,42.07909688,73.72629671,12.38423819,2.605720592,0.642233356,0.5855,10.83055556,176.85,4547.701,3799.1,375.45,12441.0255,1116.022,942.792,4.0345,83.434,565.801,3946.3085,72.5495,-0.008
G57,43,11_9_2022,8,G57_43_11_9_2022,12,80.78276025,4.417210115,9477.317197,2843.618998,431.7170179,93.07344637,176.1272831,42.47107856,67.64799823,12.75180216,2.675596089,0.731067379,0.689130435,10.89613527,180.5217391,4858.17913,3999.043478,388.6913043,14990.86913,1388.941304,1355.438696,4.376521739,135.3230435,775.3765217,4609.918261,76.53347826,0.043043478
G57,43,11_12_2022,11,G57_43_11_12_2022,185.5,66.85851995,5.530646293,9591.757773,3368.652001,431.6548172,97.02489648,176.9021265,39.29092197,65.5176175,15.17651661,2.790254958,0.614969056,0.516666667,9.805555556,156.875,6661.78125,4749.958333,570.7333333,19477.72,2016.19,1375.994167,9.94875,142.8475,794.4420833,4245.52875,164.77875,-0.012083333
Mix,44,10_31_2022,0,NA,NA,88.71580202,5.664656366,10988.16229,3097.984156,468.4540931,93.80362873,191.2959009,38.14061272,70.4416652,13.04062695,2.815717799,0.600697179,0.507971876,10.83273741,177.9864792,5916.529446,4662.881712,495.6060075,15472.55889,1440.492174,1024.448915,10.1155834,97.18751569,555.8242282,4126.770323,170.2946176,0.006129553
Mix,44,11_2_2022,2,Mix_44_11_2_2022,783.5,85.9226151,5.51608554,10641.95598,2845.290706,465.0400927,85.31411592,192.7932974,37.29388495,68.47269151,12.0676396,2.866289007,0.61175342,0.4205,10.58888889,173.95,7103.8405,6266,672.726,16362.2875,1602.932,1108.2405,9.916,104.5295,646.304,4409.629,170.0275,0.003
Mix,44,11_4_2022,4,Mix_44_11_4_2022,736,85.51058372,6.444394951,9746.822929,2922.394998,443.0599875,95.44712549,183.5275647,42.56262168,65.17542673,11.73030635,2.862570299,0.687779799,0.570588235,10.89215686,175.5882353,5462.636471,4256.176471,497.2482353,14123.65235,1320.820588,1393.122941,4.212352941,139.8276471,660.7917647,4040.235294,72.87882353,0.030588235
Mix,44,11_9_2022,9,Mix_44_11_9_2022,488.5,70.82358501,4.789759159,7340.274865,2404.178452,390.9874775,87.47818843,161.7856104,38.40140613,56.1910364,12.21098053,2.949983835,0.759700404,0.594375,11.70833333,187.8125,6630.25,5174.625,452.55875,16461.92563,1405.390625,1426.801875,4.168125,133.328125,748.246875,3863.17375,72.466875,-0.02375
Mix,45,10_31_2022,0,NA,NA,88.71580202,5.664656366,10988.16229,3097.984156,468.4540931,93.80362873,191.2959009,38.14061272,70.4416652,13.04062695,2.815717799,0.600697179,0.507971876,10.83273741,177.9864792,5916.529446,4662.881712,495.6060075,15472.55889,1440.492174,1024.448915,10.1155834,97.18751569,555.8242282,4126.770323,170.2946176,0.006129553
Mix,45,11_2_2022,2,Mix_45_11_2_2022,801.5,82.51255972,7.423040488,10079.45971,3138.815811,465.0843976,92.15336247,193.3612069,37.35671387,64.5281278,13.66903918,3.100207429,0.674639223,0.394375,10.75694444,168.625,7618.125625,5934.5625,652.680625,22274.89438,2140.23,1381.055,29.631875,140.915,634.253125,4890.560625,493.81375,0.00625
Mix,45,11_4_2022,4,Mix_45_11_4_2022,754,89.14540967,4.89850877,10615.00227,2853.842294,467.4996652,88.32415182,193.7785173,39.07125867,68.06113186,11.87760765,2.904271988,0.64065322,0.471052632,11.05847953,179.4736842,5949.746842,4479.052632,452.3636842,14385.97263,1326.157368,1048.301053,7.398947368,103.0305263,613.0515789,4320.563158,133.1789474,0.004736842
Mix,45,11_9_2022,9,Mix_45_11_9_2022,187,83.76639613,3.023518428,11307.60276,3163.210648,464.1332742,90.71087738,188.4053267,41.24026609,74.87039029,12.78439544,2.575936755,0.638690565,0.657037037,11.218107,192.6296296,5188.455556,4476.740741,397.9581481,14017.90259,1226.817407,688.0007407,4.413703704,66.38148148,736.5807407,3869.597037,78.1637037,0.051481481
Mix,45,11_12_2022,12,Mix_45_11_12_2022,552,66.32989577,5.256516485,11496.99997,3675.001065,493.6838083,112.9957717,206.1130504,49.98913209,68.69279575,13.75480986,3.049075142,0.712082299,0.568,9.897777778,155.8,6192.9688,5295.76,609.5872,14084.0376,1433.9468,1130.8948,5.2336,124.0912,696.9388,3859.2348,94.1912,0.0016
Mix,45,11_14_2022,14,Mix_45_11_14_2022,498,68.10694908,5.201290232,12999.54502,5145.350315,536.9572591,133.4828219,224.8292855,55.97883729,71.20122081,17.67315024,3.251961318,0.797260782,0.565333333,9.622222222,150.9333333,6679.154667,5539.2,631.2533333,21263.28467,2137.604667,1600.445333,14.83266667,157.472,795.7766667,4592.180667,226.954,0.006666667
Mix,45,11_18_2022,18,Mix_45_11_18_2022,374.5,70.02938357,3.682096686,11145.99823,3558.808377,476.1582957,107.7207855,196.6936654,47.51119226,69.57808612,13.7233374,2.874526406,0.669505398,0.5695,11.13888889,182.2,5298.871,4446.35,489.2095,14538.2315,1332.34,810.3415,3.677,80.582,720.4655,4059.171,60.7915,0.025
Mix,45,11_21_2022,21,Mix_45_11_21_2022,386,67.96454507,4.656520949,10912.79986,3322.932126,493.2531929,93.71312177,207.0277396,38.60207792,65.30232764,13.01701526,3.252217191,0.618052034,0.472380952,9.367724868,155.4285714,6439.52381,4216.714286,517.4333333,18953.00143,2062.318095,1007.353333,28.16714286,105.4,581.5809524,4398.969048,464.7438095,-0.004761905
Mix,45,11_23_2022,23,Mix_45_11_23_2022,365,66.89215565,4.927425394,8918.369379,3496.830004,443.2998237,107.0577883,186.8767764,44.03689491,57.9843745,14.25361622,3.306903471,0.727281179,0.525333333,9.933333333,151.7333333,7180.111333,5659.8,620.8013333,20807.90733,2057.882,1532.320667,16.03066667,157.1266667,696.276,4560.298,250.924,-0.028666667
G33,46,11_1_2022,0,NA,NA,92.25591101,4.421332291,13407.49041,2999.740378,496.2549099,82.94758307,198.2031532,36.80510195,84.95497174,11.55197985,2.368337633,0.482513694,0.481153846,10.77991453,185.8076923,4910.333077,3704.769231,406.505,11848.05731,1099.099615,762.9096154,5.355,65.47730769,445.3057692,3609.729615,96.23538462,0.009230769
G33,46,11_2_2022,1,G33_46_11_2_2022,82.5,83.27713693,6.202532017,8897.134695,2765.975705,443.7475806,88.06804079,185.9903974,35.90375321,59.27390909,12.40361853,3.220217785,0.662474666,0.569375,10.31944444,162.625,6521.438125,4702.75,494.13375,24581.52875,2391.375,1293.769375,28.70875,135.10875,763.724375,4690.530625,470.37,-0.009375
G33,46,11_4_2022,3,G33_46_11_4_2022,90,86.32801264,6.707140344,8815.837259,2872.284913,416.6426632,90.69215084,170.4894466,39.26854979,63.83924036,12.6143834,2.736140324,0.607562836,0.446190476,11.0952381,181.047619,5681.22619,5159.047619,554.2619048,12241.47762,1210.891429,863.5914286,12.07380952,92.38666667,516.8085714,3985.305238,147.2942857,0.004761905
Mix,47,10_31_2022,0,NA,NA,88.71580202,5.664656366,10988.16229,3097.984156,468.4540931,93.80362873,191.2959009,38.14061272,70.4416652,13.04062695,2.815717799,0.600697179,0.507971876,10.83273741,177.9864792,5916.529446,4662.881712,495.6060075,15472.55889,1440.492174,1024.448915,10.1155834,97.18751569,555.8242282,4126.770323,170.2946176,0.006129553
Mix,47,11_2_2022,2,Mix_47_11_2_2022,816,83.63063778,6.013438387,9595.949781,2777.665066,442.7436334,85.20102093,181.8399939,35.50201531,65.46882089,12.90482956,2.856755557,0.637076436,0.456923077,13.63247863,222.5384615,7098.85,5663,494.3792308,27329.95769,2071.851538,1413.470769,28.67538462,128.5738462,599.3130769,4277.198462,465.0353846,0.004615385
Mix,47,11_4_2022,4,Mix_47_11_4_2022,773,87.94749762,6.131968273,9738.889866,3475.455848,447.4038859,107.9847175,183.5396698,41.88545066,64.40736972,15.68955632,2.978603959,0.727981017,0.471578947,9.65497076,152.0526316,5688.812632,3935,475.7463158,17102.45,1788.547895,1306.608947,16.12736842,137.5321053,622.0947368,4454.196842,253.6073684,-0.008421053
Mix,47,11_9_2022,9,Mix_47_11_9_2022,211,83.02783552,2.745241869,10035.71557,2426.872895,446.753236,80.95174411,183.6353462,39.19634546,69.1127349,11.45372657,2.732168342,0.729519039,0.576190476,12.8968254,217.1904762,4494.105714,3640.952381,333.8704762,14896.29,1170.260476,995.8833333,5.087619048,79.9852381,594.87,4191.797143,91.56857143,0.002857143
Mix,47,11_12_2022,12,Mix_47_11_12_2022,574,68.87871467,3.237838416,10672.6358,3327.404818,480.1321203,106.2502728,200.6603755,47.75448535,65.94608962,12.58414304,3.095606833,0.762802537,0.577894737,10.81871345,178.2105263,5427.443158,4383.421053,464.2305263,13748.67737,1284.213684,1223.389474,4.265263158,109.5273684,683.51,4166.600526,76.77210526,-0.005789474
Mix,47,11_14_2022,14,Mix_47_11_14_2022,513,67.43738106,4.78027631,13281.78673,4446.734843,545.2125409,123.7261467,227.072971,51.86328657,72.43714706,16.83136311,3.224248577,0.78766067,0.594666667,11.68888889,189.5333333,7195.545333,6203.533333,649.2246667,16816.88067,1504.370667,1084.554667,3.998,105.7613333,766.0693333,4532.141333,71.93933333,-0.004666667
Mix,47,11_18_2022,18,Mix_47_11_18_2022,393.5,68.06360002,5.078097673,12256.89958,4852.308914,533.8150115,136.9297,223.7803629,50.77206162,66.93022582,17.6087064,3.434022777,0.732384204,0.481666667,10.35185185,159.2777778,7716.527222,6714.5,786.5227778,21672.12167,2041.307222,1154.435556,10.61944444,126.7561111,748.6916667,4374.079444,189.5572222,0.003888889
Mix,47,11_21_2022,21,Mix_47_11_21_2022,405,70.8858734,5.490635248,15030.3191,4758.721276,586.233644,132.3492783,247.2931567,55.86176052,75.03804164,14.98751112,3.351516981,0.66829919,0.507058824,9.918300654,157.7647059,6404.445882,4889.529412,582.6211765,18014.18235,1799.052353,1463.461176,9.214705882,130.2882353,679.9882353,4434.107647,133.2558824,-0.003529412
Mix,47,11_23_2022,23,Mix_47_11_23_2022,387.5,72.41611532,3.050547684,12963.07655,3192.843719,540.3185214,96.09068045,228.7001414,41.88258752,70.37244124,11.04899531,3.289422434,0.638591522,0.469,9.885185185,169.3,5724.434,4979.566667,577.4663333,14382.35533,1474.254333,894.477,6.187666667,82.86833333,684.9766667,4115.020333,111.3693333,0.001
Mix,48,10_31_2022,0,NA,NA,88.71580202,5.664656366,10988.16229,3097.984156,468.4540931,93.80362873,191.2959009,38.14061272,70.4416652,13.04062695,2.815717799,0.600697179,0.507971876,10.83273741,177.9864792,5916.529446,4662.881712,495.6060075,15472.55889,1440.492174,1024.448915,10.1155834,97.18751569,555.8242282,4126.770323,170.2946176,0.006129553
Mix,48,11_2_2022,2,Mix_48_11_2_2022,829,86.42030805,3.976837403,9632.4282,2282.483166,446.1945537,74.0378012,185.4789293,34.26153763,64.59223103,9.720981892,2.937371554,0.598094463,0.380769231,10.91025641,182.6153846,6308.452308,5261.076923,626.54,14476.16692,1403.013846,1089.48,11.66153846,90.79692308,505.8153846,4298.859231,209.9207692,0.027692308
Mix,48,11_4_2022,4,Mix_48_11_4_2022,792.5,86.57266376,6.183823814,9554.755161,3134.964615,444.5163897,97.88256461,183.3558047,39.76917074,63.95692109,13.43605458,2.94777592,0.665707132,0.4725,10.78333333,170.05,6829.274,5065.55,519.8775,18479.816,1728.57,1236.4725,9.0485,120.2495,643.8695,3948.165,150.238,-0.001
Mix,48,11_8_2022,8,Mix_48_11_8_2022,103,86.49366278,7.144634812,10529.58288,3119.995706,470.3159256,85.51954566,195.4466574,34.45037487,66.82002104,13.56061193,2.999849072,0.605880727,0.440526316,10.63157895,172.5263158,7292.982632,5470.263158,581.0326316,19799.30684,1867.428947,1254.674211,14.49263158,114.6578947,621.4273684,4390.095263,256.0252632,-0.000526316
Mix,48,11_9_2022,9,Mix_48_11_9_2022,506.5,73.17120152,3.96405848,6665.083482,2071.786525,347.0258272,72.52669356,138.8578289,31.63704113,59.34728601,11.26304218,2.38065858,0.543402674,0.5725,12.59444444,209.75,5445.3055,4896,417.2775,11657.4895,918.3795,801.169,3.391,70.729,522.6575,3774.104,60.842,-0.0105
Mix,49,10_31_2022,0,NA,NA,88.71580202,5.664656366,10988.16229,3097.984156,468.4540931,93.80362873,191.2959009,38.14061272,70.4416652,13.04062695,2.815717799,0.600697179,0.507971876,10.83273741,177.9864792,5916.529446,4662.881712,495.6060075,15472.55889,1440.492174,1024.448915,10.1155834,97.18751569,555.8242282,4126.770323,170.2946176,0.006129553
Mix,49,11_2_2022,2,Mix_49_11_2_2022,846.5,83.81221355,5.072859805,9327.215835,3080.656253,427.8052265,96.49862674,175.3681095,41.05028111,64.58183464,12.461527,2.746529246,0.602870857,0.48,9.982323232,163.8181818,5919.360455,4804.045455,541.4386364,15128.32273,1530.021364,935.5672727,11.96363636,99.34318182,692.7922727,4230.282727,215.3463636,0.008181818
Mix,49,11_4_2022,4,Mix_49_11_4_2022,811,85.72725437,4.228934656,9197.901592,2339.363967,432.7034142,73.77107405,179.5397225,32.57212452,63.5701832,9.89336434,2.864547306,0.530097792,0.318235294,12.54248366,214.8235294,5213.627059,4426.470588,395.0729412,10611.53176,850.5305882,658.2523529,8.359411765,51.66882353,335.7541176,3383.052353,150.4735294,0.002941176
Mix,49,11_9_2022,9,Mix_49_11_9_2022,230.5,79.22819412,3.38659318,6646.851606,1909.909762,335.5397727,65.03578361,132.8137033,28.82805888,61.93492192,10.9477971,2.182585013,0.524300577,0.762777778,13.2345679,225.5555556,3375.335,3060.055556,244.8705556,10062.75111,773.115,709.8722222,2.74,55.50944444,501.3488889,4248.370556,49.31888889,-0.046666667
Mix,49,11_12_2022,12,Mix_49_11_12_2022,596,67.20226988,4.258593449,6086.257412,2016.405511,340.1715128,79.02700891,137.1111361,33.46936234,55.22875088,11.50451972,2.547548808,0.654885608,0.6532,10.80222222,172.64,4445.2412,3839.28,389.27,11457.2068,1074.4544,1079.9472,3.1184,110.5596,650.6088,4127.9408,56.138,0.0264
Mix,50,10_31_2022,0,NA,NA,88.71580202,5.664656366,10988.16229,3097.984156,468.4540931,93.80362873,191.2959009,38.14061272,70.4416652,13.04062695,2.815717799,0.600697179,0.507971876,10.83273741,177.9864792,5916.529446,4662.881712,495.6060075,15472.55889,1440.492174,1024.448915,10.1155834,97.18751569,555.8242282,4126.770323,170.2946176,0.006129553
Mix,50,11_2_2022,2,Mix_50_11_2_2022,884,84.04590099,6.801996111,8819.006893,2751.04226,409.1525905,88.93391166,165.507445,38.68300204,65.3575725,12.74458942,2.574404636,0.617327753,0.538823529,11.52287582,183.8235294,6199.283529,5503.941176,530.2223529,14266.80235,1263.151765,1059.551765,6.093529412,100.0252941,618.3488235,4203.418824,103.5994118,0.024117647
Mix,50,11_9_2022,9,Mix_50_11_9_2022,548,70.53696805,6.701619996,10948.61546,4043.146074,474.8213887,114.2658261,196.7160656,49.07055885,67.16921309,14.97588291,2.963304869,0.667122403,0.561176471,10.34313725,161.7058824,6330.558824,5198.117647,558.6617647,17014.89059,1670.712353,1497.149412,8.671176471,151.2152941,787.3488235,4423.753529,154.6117647,-0.001764706
Mix,50,11_12_2022,12,Mix_50_11_12_2022,622,68.03284461,4.329822501,10599.68377,3277.706859,470.8626707,100.0403071,194.9582532,44.24432595,67.06844885,13.17340341,2.960866906,0.69457023,0.558888889,10.34979424,171.3333333,5506.697407,4313.37037,472.0581481,13737.65333,1297.693704,832.8385185,4.205925926,79.78148148,662.9396296,3833.358519,73.17185185,-0.002592593
Mix,50,11_14_2022,14,Mix_50_11_14_2022,529.5,69.3796898,4.002019608,8622.762233,3208.077936,416.2354951,109.7300589,171.5384295,47.16511437,59.91756663,13.5139452,2.882680063,0.761980278,0.576111111,10.41049383,165.2777778,6198.945556,5343.277778,633.7144444,12587.71833,1252.143333,1296.797778,5.636111111,118.42,683.9255556,3954.375,72.61777778,0.002777778
